-72 : 1181.49 ,-71 : 0 ,-70 : 0 ,-69 : 0 ,-68 : 0 ,-67 : 0 ,-66 : 0 ,-65 : 0 ,-64 : 1185.05 ,-63 : 0 ,-62 : 0 ,-61 : 0 ,-60 : 1185.74 ,-59 : 0 ,-58 : 0 ,-57 : 0 ,-56 : 1188.2 ,-55 : 0 ,-54 : 0 ,-53 : 0 ,-52 : 1189.54 ,-51 : 0 ,-50 : 0 ,-49 : 0 ,-48 : 1191.31 ,-47 : 0 ,-46 : 0 ,-45 : 0 ,-44 : 1192.82 ,-43 : 0 ,-42 : 0 ,-41 : 0 ,-40 : 1194.43 ,-39 : 0 ,-38 : 0 ,-37 : 0 ,-36 : 1196 ,-35 : 0 ,-34 : 0 ,-33 : 0 ,-32 : 1197.52 ,-31 : 0 ,-30 : 0 ,-29 : 0 ,
16 : 811.131 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 810.152 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 809.015 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 807.729 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 806.329 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 804.804 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 803.223 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 801.59 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 800.079 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 798.315 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 796.997 ,57 : 0 ,58 : 0 ,59 : 0 ,
16 : 811.131 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 810.152 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 809.015 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 807.729 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 806.329 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 804.804 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 803.223 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 801.59 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 800.079 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 798.315 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 796.997 ,57 : 0 ,58 : 0 ,59 : 0 ,
16 : 811.131 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 810.152 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 809.015 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 807.729 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 806.329 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 804.804 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 803.223 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 801.59 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 800.079 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 798.315 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 796.997 ,57 : 0 ,58 : 0 ,59 : 0 ,
16 : 811.131 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 810.152 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 809.015 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 807.729 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 806.329 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 804.804 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 803.223 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 801.59 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 800.079 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 798.315 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 796.997 ,57 : 0 ,58 : 0 ,59 : 0 ,
16 : 811.131 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 810.152 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 809.015 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 807.729 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 806.329 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 804.804 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 803.223 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 801.59 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 800.079 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 798.315 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 796.997 ,57 : 0 ,58 : 0 ,59 : 0 ,
27 : 0 ,28 : 1263.77 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 1262.37 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 1260.85 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 1259.3 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 1257.67 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 1256.15 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 1254.39 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 1253.02 ,57 : 0 ,58 : 0 ,59 : 0 ,60 : 1250.63 ,61 : 0 ,62 : 0 ,63 : 0 ,64 : 1249.89 ,65 : 0 ,66 : 0 ,67 : 0 ,68 : 0 ,69 : 0 ,70 : 0 ,71 : 0 ,72 : 1246.28 ,
27 : 0 ,28 : 1263.77 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 1262.37 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 1260.85 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 1259.3 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 1257.67 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 1256.15 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 1254.39 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 1253.02 ,57 : 0 ,58 : 0 ,59 : 0 ,60 : 1250.63 ,61 : 0 ,62 : 0 ,63 : 0 ,64 : 1249.89 ,65 : 0 ,66 : 0 ,67 : 0 ,68 : 0 ,69 : 0 ,70 : 0 ,71 : 0 ,72 : 1246.28 ,
27 : 0 ,28 : 1263.77 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 1262.37 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 1260.85 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 1259.3 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 1257.67 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 1256.15 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 1254.39 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 1253.02 ,57 : 0 ,58 : 0 ,59 : 0 ,60 : 1250.63 ,61 : 0 ,62 : 0 ,63 : 0 ,64 : 1249.89 ,65 : 0 ,66 : 0 ,67 : 0 ,68 : 0 ,69 : 0 ,70 : 0 ,71 : 0 ,72 : 1246.28 ,
27 : 0 ,28 : 1263.77 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 1262.37 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 1260.85 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 1259.3 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 1257.67 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 1256.15 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 1254.39 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 1253.02 ,57 : 0 ,58 : 0 ,59 : 0 ,60 : 1250.63 ,61 : 0 ,62 : 0 ,63 : 0 ,64 : 1249.89 ,65 : 0 ,66 : 0 ,67 : 0 ,68 : 0 ,69 : 0 ,70 : 0 ,71 : 0 ,72 : 1246.28 ,
27 : 0 ,28 : 1263.77 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 1262.37 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 1260.85 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 1259.3 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 1257.67 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 1256.15 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 1254.39 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 1253.02 ,57 : 0 ,58 : 0 ,59 : 0 ,60 : 1250.63 ,61 : 0 ,62 : 0 ,63 : 0 ,64 : 1249.89 ,65 : 0 ,66 : 0 ,67 : 0 ,68 : 0 ,69 : 0 ,70 : 0 ,71 : 0 ,72 : 1246.28 ,
27 : 0 ,28 : 1263.77 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 1262.37 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 1260.85 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 1259.3 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 1257.67 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 1256.15 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 1254.39 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 1253.02 ,57 : 0 ,58 : 0 ,59 : 0 ,60 : 1250.63 ,61 : 0 ,62 : 0 ,63 : 0 ,64 : 1249.89 ,65 : 0 ,66 : 0 ,67 : 0 ,68 : 0 ,69 : 0 ,70 : 0 ,71 : 0 ,72 : 1246.28 ,
27 : 0 ,28 : 1263.77 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 1262.37 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 1260.85 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 1259.3 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 1257.67 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 1256.15 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 1254.39 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 1253.02 ,57 : 0 ,58 : 0 ,59 : 0 ,60 : 1250.63 ,61 : 0 ,62 : 0 ,63 : 0 ,64 : 1249.89 ,65 : 0 ,66 : 0 ,67 : 0 ,68 : 0 ,69 : 0 ,70 : 0 ,71 : 0 ,72 : 1246.28 ,
27 : 0 ,28 : 1263.77 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 1262.37 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 1260.85 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 1259.3 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 1257.67 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 1256.15 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 1254.39 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 1253.02 ,57 : 0 ,58 : 0 ,59 : 0 ,60 : 1250.63 ,61 : 0 ,62 : 0 ,63 : 0 ,64 : 1249.89 ,65 : 0 ,66 : 0 ,67 : 0 ,68 : 0 ,69 : 0 ,70 : 0 ,71 : 0 ,72 : 1246.28 ,
